first played, last played, playtime/mins, money,jrmcStrI,jrmcDexI,jrmcCnsI,jrmcWilI,jrmcIntI,jrmcCncI
1512328588955,1687976208177,19848922,697.00,2700,1300,1820,69,320,400
1659739253919,1659813258048,125263,0.0,24,13,10,15,11,11
1667495466739,1667498680199,63551,0.0,13,10,16,10,20,15
1673677468913,1673680291776,48555,0.0,30,10,10,15,5,5
1650142416621,1650145530698,58568,0.0,17,11,10,16,21,5
1672645346893,1673424564966,46026,0.0,11,5,15,10,10,15
1672593101875,1683934110614,112624,0.0,20,20,20,15,31,5
1662406006185,1689115025625,6093457,98181.803447860032074447,110,110,104,80,220,100
1657565963118,1657908044942,1854263,0.0,56,50,45,44,55,23
1664979040865,1677094246351,97238,0.0,26,12,27,15,11,5
1678183185798,1678757376727,269161,0.0,50,22,20,15,35,17
1663017043365,1663018400353,22590,0,10,10,10,15,10,5
1624676986631,1625519362218,3398248,1007.270,96,42,83,24,138,24
1685403716316,1685405980465,45900,0.0,17,12,12,15,23,5
1669089273317,1669090016520,11163,0,10,10,10,15,10,5
1642971400981,1654092478163,143801,0.0,15,10,10,15,9,7
1663089700542,1663090303331,11627,0,15,10,10,15,5,5
1681163560407,1681169714038,106745,0.0,16,10,10,15,5,5
1681687277933,1681778426914,141873,0.0,15,9,17,11,12,15
1574849933879,1675019986905,2373569,34368.5,19486,20797,38991,276,8404,10196
1680363025048,1680535224713,154672,682.0,21,17,21,10,5,15
1563840463010,1688917489102,79604957,1113.250,13000,18000,36000,15,1500,8000
1655552223506,1688393129883,3736793,634.54,300,300,200,100,230,290
1651102305870,1651102723530,8194,0,10,10,10,15,10,5
1686770348463,1689170157132,12142271,3797.050,2318,2240,1686,466,727,2096
1650995573285,1651330253637,89572,0.0,15,10,10,15,20,5
1687643036809,1687721919651,258016,22584.0,45,10,50,15,45,15
1650937882379,1662914633956,14149,0.0,15,10,10,15,5,5
1648189218998,1652484186354,94271,0.0,31,20,12,15,10,5
1627237480440,1669142308486,3067152,2756.0,130,130,130,130,130,120
1659804346861,1688641242474,1907696,1939.0,190,130,180,20,155,20
1680369430963,1680783896496,1137007,83.0,200,170,160,15,85,100
1686100536514,1686886174390,2985850,36.0,220,200,200,10,230,100
1664764893612,1664767347294,48927,0.0,15,10,10,15,5,5
1675210863138,1675217056871,49917,0.0,31,11,11,15,6,5
1669826850441,1679865649215,621529,0.0,47,22,22,15,25,8
1666963773616,1666963894886,2196,0,10,5,15,10,5,15
1660621330776,1660862444237,427137,0.0,40,34,14,25,40,10
1670404655923,1673915941487,33501789,0,18,13,13,15,5,5
1636824291268,1657038890233,9296858,0.0,630,520,770,120,385,311
1528412146875,1688068072062,27021170,0.00,43568,14396,52404,15,4821,15000
1629397668227,1688685817110,11579399,2.135442257573878579,3200,3000,3000,50,645,300
1685892573301,1685893476585,16277,0,10,10,10,10,10,10
1592930321825,1688394020291,9284921,3671.60,70,59,112,42,230,31
1655316006544,1668294594212,4915,0,15,10,10,15,5,5
1674828347957,1674828716961,7352,0,15,10,10,15,5,5
1634666802879,1679342091458,626223,0.0,100,97,90,15,60,45
1648969073471,1675139488627,19900,0,14,5,15,10,5,15
1678187918644,1678265764717,14782,0,15,10,10,15,5,5
1589797961108,1654800919179,2562564,0.0,33,16,16,11,100,15
1676647050930,1677942408271,8617473,30.04,5,14,7,36000,630,19002
1629222973384,1680199228018,15702131,4776.97,831,831,731,270,306,613
1630332496841,1656928710455,2357592,0,160,110,290,15,180,80
1651721022348,1651727717372,133423,0,19,10,10,15,5,5
1682727324446,1682731964336,75796,0.0,15,10,10,15,8,5
1660028225318,1668552745610,68402,0.0,38,10,10,15,5,5
1671264200444,1671708120571,39364,0.0,10,10,10,15,10,5
1651611543336,1651613179972,29405,0,16,10,10,15,5,5
1479587026234,1688186866599,55905447,1408.0,14000,16000,15000,10,2180,11000
1683614449120,1683615268613,16130,0,10,5,15,10,5,15
1655721961145,1678250022832,508824,0.0,110,120,65,12,46,15
1657075789396,1681319787436,341427,0.0,25,12,20,15,6,5
1675638210971,1675640117121,37721,0,11,10,11,15,10,5
1665348976364,1665813639230,114881,0.0,15,15,14,15,10,7
1656781825217,1689114445704,19013642,307192.62,6153,5166,7412,21,1036,2090
1632330664778,1650070718254,116944097,0,930,820,1860,10,530,530
1682264884754,1682265596040,13604,0,10,10,10,15,10,5
1684035385086,1684035537637,2956,0,15,10,10,15,5,5
1470737889893,1681477186321,15241331,563.7042890552327649,14500,19000,16000,15,600,5000
1651757155652,1652737546292,48909,0.0,23,12,13,15,7,7
1659476735156,1659532744801,50324,0.0,16,11,11,15,5,5
1509859189251,1689170157123,157293300,2767508.94,88000,25500,70000,10,25000,25000
1658706718483,1658747797370,95230,0.0,20,20,10,10,15,18
1659491250180,1659577842410,163774,0.0,37,16,15,15,20,5
1672334559257,1672334960029,7814,0,15,10,10,15,5,5
1674924223979,1674927704983,160542,3.0,33,20,12,15,10,5
1657526892768,1657528229965,26661,0,15,10,10,15,5,5
1677309330433,1677309763688,8446,0,10,10,10,15,10,5
1660427371937,1661010449530,141264,0.0,16,44,15,15,5,5
1652605204272,1668463732534,9658992,6496.585,900,970,1141,28,390,300
1656050053724,1665361615690,18466,0.0,16,10,10,15,5,5
1653345604999,1688662255613,3184217,753.0,566,462,372,545,610,659
1657122092431,1679431931900,4123785,576.75,146,117,110,25,420,180
1676961288530,1688176850321,19548077,302662.0000001,2915,3026,3008,125,690,756
1687028368566,1688139664672,175159,10099629.5,10,6,15,13,18,17
1653949589902,1653950141204,10878,0,10,10,10,15,10,5
1676594680523,1676598652537,79019,0.0,18,10,13,15,5,5
1638969975537,1661809142243,4629148,103.130,150,17,90,51,253,120
1676320289509,1676566434098,33455,0.0,22,15,13,15,5,5
1671423757536,1671437834745,275029,19994.0,10,50,50,50,115,50
1684277695671,1684278088175,20665,0,15,10,10,15,5,5
1649287504542,1649290047407,49491,0,10,10,10,15,10,5
1664842846585,1681602400213,2323515,3912.0451207958889624,63,62,33,26,68,7
1566992780639,1683211409706,56455202,6168741.702,24751,24751,43751,15,2345,10064
1661736865950,1661749997520,135268,0.0,15,10,15,16,5,5
1669396423548,1671511886254,5540797,1951.0,6000,6000,9000,10,355,1000
1669808434811,1686903716228,37375161,20018.206,13000,16000,13000,15,650,2000
1650229750331,1650232510082,52405,0.0,17,10,10,15,7,6
1673027871773,1673119107020,17705,0,17,11,13,15,5,5
1664932018871,1664932432059,7676,0,15,10,10,15,5,5
1639483655300,1657662366858,144535,0.0,21,10,20,15,5,5
1663094360516,1663095395303,3448804,0,15,10,10,15,5,5
1673486403072,1673490706970,84135,0.0,30,10,10,15,22,5
1681148053180,1682956021397,1144224,0.0,200,150,150,15,115,150
1656575080787,1656575168786,1636,0,15,10,10,15,5,5
1668902629361,1668902665221,19351,0,10,5,15,10,5,15
1669015324078,1686890648151,2680228,502.0191711978590224,125,106,106,15,282,102
1663389631046,1669393701873,3583503,281.475,70,70,110,60,185,64
1650633400154,1650634380014,19025,0,11,5,15,10,5,15
1661814097821,1661815573358,29038,0.0,10,5,15,10,5,15
1656852280645,1686066722514,11866147,3065.85,31,5710,12792,16696,2784,14800
1672934060827,1673078715295,1114004,0.0,10,44,86,15,10,5
1688077797158,1688445519183,1815984,2678.6778956291491630,118,100,294,12,190,40
1653202039995,1654257460266,4548180,0.0,10,5,15,10,5,15
1651337316138,1651374942449,13247,0,15,10,10,15,5,5
1659982459923,1659986443630,79286,0,19,10,15,16,9,8
1636816339254,1654513296301,1712849,0,32,28,27,26,75,25
1657650895143,1657802650001,19995,0,15,10,10,15,5,5
1670452198457,1671836008478,138954,0.0,15,10,10,19,95,5
1662603830626,1662604197035,5647,0,15,10,10,15,5,5
1682725488236,1682731964293,126523,0.0,24,22,22,15,13,8
1677559634239,1678678506571,263111,0,15,10,10,15,5,5
1661556709313,1661558000217,19012,0.0,10,10,10,15,10,5
1510078187898,1676704721448,93853,0,30033,41675,50015,34,7610,34537
1667751194962,1668648186897,212665,0.0,26,20,25,15,13,11
1588290289187,1682381195448,4806410,4434.0,2000,1000,1000,100,250,500
1686639830327,1686807926377,32070,0.0,15,12,11,15,6,5
1654984852617,1678546724671,636290,17985.0,36,20,21,18,70,26
1662836839851,1662838828020,10246276,0,13,13,13,15,10,5
1655416976605,1655752209887,1194695,1844.99,61,61,61,24,40,28
1625593594862,1649946233174,200685,0.0,55,29,16,15,9,5
1679600313624,1680635052498,39847,0.0,10,10,10,15,12,8
1683591681261,1683771128952,518936,0.0,21,9,20,17,75,17
1670385504656,1670408544469,44724,0,25,10,12,15,5,15
1677082011981,1688238154333,1372919,0.0,30,30,30,51,85,20
1672602356728,1672603955755,31683,0.0,15,10,10,15,5,5
1658435708473,1658456199191,196396,0.0,25,16,14,25,15,13
1507486924029,1689089293908,66360022,900.0,41500,41500,96580,15,8065,22700
1654116393151,1654123280223,125612,0.0,30,8,21,10,5,15
1681160677880,1681756027872,711281,0.0,100,50,50,15,75,50
1638355498759,1679323836902,8512848,14973.040,10000,15000,6200,20,650,500
1664611744991,1689144418295,11787147,154814.090,625,625,1225,600,666,1214
1666222742984,1666223408672,10535,0,15,10,10,15,5,5
1656958850185,1656960651564,30005,0.0,10,10,10,15,10,5
1663195822031,1678971475217,5593177,5634.730,250,250,510,20,330,120
1683897680996,1683900040647,46209,0,16,10,10,15,5,5
1663456395251,1663457158380,14980,0,10,10,10,15,10,5
1660852868880,1660853901582,19947,0,15,10,10,15,5,5
1627168984002,1656332184756,30949,0,12,10,10,15,10,5
1631463693224,1648985021861,44347,0,11,10,10,15,10,5
1656373475018,1656709657716,28843,0,15,10,10,15,5,5
1659212078285,1659640165337,26470,0,15,20,10,15,5,5
1661299090767,1661306728709,119194,7997.0,42,28,27,15,5,5
1660155425889,1660155889152,8852,0,15,10,10,15,5,5
1595638900350,1661391100165,446844,0.0,607,430,713,102,578,358
1514239234090,1679718026560,49370513,34662.669825678974141246,20080,20000,20000,10,7645,10000
1670783598940,1677956434131,159417,0.0,20,10,20,15,10,10
1677452837538,1677452949041,129534,0.0,15,10,10,15,5,5
1684288672078,1684289450723,15437,0,15,10,10,15,5,5
1651870276344,1658935708242,205524,0.0,10,13,10,23,25,6
1477097653996,1683847335883,10918410,10166.935,43460,36220,36220,36210,9010,28980
1686779523188,1688383231571,102976,0.0,61,20,32,20,5,19
1669603142371,1688910943630,11620007,70543.67,700,500,1000,15,255,300
1650160051739,1650502115868,136388,0.0,50,10,12,15,15,5
1650849310481,1650851046675,33354,0.0,10,10,10,15,10,5
1686934218045,1687061288060,351381,31.5,46,18,25,7,31,10
1642607306243,1649328136661,684772,0.0,38,17,20,14,29,26
1666758057820,1666840899537,262682,149.0,43,46,31,15,13,8
1673810682383,1673829527387,65703,0.0,21,35,20,15,15,5
1662487664953,1662488070393,7072,0,15,10,10,15,5,5
1627535818888,1656016191415,5338171,0,276,276,338,27,315,274
1652584038658,1652659586398,122897,0.0,25,23,30,15,5,5
1660782269772,1661743337045,167567,0.0,25,15,20,20,20,10
1661566762955,1677474210366,2620903,108.75,284,701,486,97,289,122
1581931799589,1658163640156,9650461,0,270,190,380,19,142,146
1641561019267,1662308102453,328726,0.0,35,28,28,15,11,5
1664959572130,1664960579054,19854,0,10,10,10,15,10,5
1686537420308,1686609752910,491161,3.0,10,60,40,80,100,40
1657304910309,1658170211983,1255714,4497.75,97,60,90,15,18,5
1665017221532,1687739173303,2474400,850.0,813,700,860,25,400,285
1637356208854,1688315363060,2146360,141.0,134,89,48,30,161,48
1668476195016,1668650108646,105703,0.0,28,20,11,15,11,5
1682352358127,1686307057292,169171,0.0,54,11,19,10,24,15
1569212493819,1683823358764,87676839,3756.0,56964,25187,44643,2102,12907,14236
1662321151080,1662322701789,26495,0,5,5,7,10,15,18
1595638274995,1660949157471,2940835,0,15,17,15,15,10,10
1680213983660,1680216008954,39520,0.0,15,10,10,15,5,5
1659049045327,1659204042975,644213,25.0,40,26,35,15,50,10
1683274767253,1683278203573,68311,0.0,22,10,10,15,15,5
1654972120448,1654973314162,22305,0,10,5,15,10,5,15
1661434640179,1663068816531,28492,0.0,15,10,10,15,5,5
1655357414807,1657138832959,727729,199752.46,78,50,52,15,75,12
1679152583945,1679153689076,21983,0,10,5,15,10,5,15
1662816010275,1662923518563,45719,0.0,15,10,10,15,5,5
1514821841614,1677771256754,388857,57898.0,1500,500,2400,14,375,250
1650930322911,1651010750632,87569,0.0,34,10,10,15,5,10
1686763689334,1686765626877,38062,0.0,10,5,15,10,5,15
1622103299156,1683410422401,8884236,55.75,600,600,800,15,360,460
1650546911670,1650547459478,10812,0,15,10,10,15,5,5
1661412566430,1676307349591,5668978,1709.92,1039,1000,1048,17,620,612
1672496583421,1672503616826,65877,0.0,15,12,15,15,10,10
1672229054850,1688543806023,17724644,49252.73,370,360,370,16,300,140
1657547169140,1657614907618,323580,0.0,66,14,25,15,49,5
1644670249988,1669028899786,191527,0.0,38,11,20,15,8,6
1667848523491,1667849510871,19444,0,10,10,10,15,10,5
1661448121871,1687950564425,344420,0.0,62,22,20,15,5,5
1490330948035,1688451714546,90056574,66101.88000012,47000,50000,85000,15,10920,23120
1638392726182,1688402060767,3345798,441.5,12190,4050,9130,1015,2075,6030
1652463456762,1656281982015,41751,0.0,20,17,12,15,8,5
1663425222246,1676675833997,92865,0.0,22,10,12,15,17,5
1574621966399,1656514414870,340521,290572.00,20,30,35,7050,1340,3225
1634475784609,1664766653493,1525469,0.0,82,66,61,11,128,18
1658361309312,1661188033113,5369941,37.0,2000,800,1023,10,295,150
1655577795279,1655578318177,9720,0,15,10,10,15,5,5
1673487013371,1673487747771,14000,0,15,10,10,15,5,5
1658814715059,1685708197510,3643575,104528.325,5,5,440,340,230,440
1672386159713,1672388803105,52143,0.0,15,10,13,15,8,5
1668907453199,1669096555937,8752,0,10,10,10,15,10,5
1667351478019,1667352165306,13097,0,15,10,10,15,5,5
1672037423049,1672107190352,380256,0.0,54,20,20,15,47,9
1666807612662,1671645984429,195660,5.0,29,17,23,15,20,10
1652155849018,1652159101651,59930,0.0,10,5,15,10,5,15
1656378968107,1657250807580,660959,1827.00,71,43,48,19,82,5
1647393891900,1652581984744,109692,0.0,10,6,15,10,10,15
1616461500189,1678635737788,7119179,58322.05,417,478,369,142,316,217
1652764523267,1652764700787,3455,0,15,10,10,15,5,5
1662063776228,1662067450135,71233,0.0,10,5,15,10,9,15
1673880998749,1674611038607,1116136,0.0,25,20,50,10,70,20
1657899917451,1657900577628,12458,0,10,5,15,10,5,15
1653248506041,1673871089888,133270,0.0,15,13,10,15,9,6
1648237363612,1683355738815,4556738,2.890915560490560836,600,300,310,80,500,190
1681018852912,1681019410278,10989,0,15,10,10,15,5,5
1674497147282,1674500422301,54890,0.0,10,10,10,15,16,5
1673804709773,1675392222475,1204256,807.05,75,40,45,20,86,30
1662321702383,1662479246132,792773,294.20,15,10,10,15,5,5
1672270327865,1689142286734,96020416,389090.605,69960,69960,93310,250,10510,27325
1673586690655,1673587235942,10724,0,15,10,10,15,5,5
1660838430514,1660839836208,27253,0,15,10,10,15,7,5
1666302555003,1667023988910,801209,0.0,25,20,21,21,25,20
1644252433816,1653682054867,36846,0,13,10,10,15,10,5
1663450948853,1664557314855,731574,50413.0,44,58,24,20,32,19
1683044601215,1683413821472,169105,0.0,50,10,12,15,10,12
1673632524396,1673662679342,32549,0.0,15,10,10,15,5,5
1683561164630,1683562751072,28762,0.0,10,5,15,10,5,15
1672356410190,1672358526095,25299,0,10,10,10,10,10,10
1670336132509,1670456520687,36449,0.0,15,10,10,15,10,5
1657585315811,1683593334248,74825,0.0,13,13,13,16,11,5
1649751798003,1649789198766,65702,0.0,18,14,10,15,7,5
1579272506372,1649876200140,295168,0.0,23,20,20,15,25,11
1571001980221,1686626206050,98451504,372966.78647911655530,93000,35000,100000,4035,13275,40000
1654877906490,1660322539088,1727751,3410.13,114,96,96,22,200,55
1654862262103,1657489353962,1408707,663.98,50,40,46,15,35,21
1610763255314,1686120417205,30399303,334150.12306764307848879,240,16510,38200,35101,5370,38200
1663583040097,1664071111582,63632,0.0,11,10,10,15,10,5
1656299126923,1656990056025,1759164,646.98,206,200,132,125,180,200
1652747259597,1666367344067,9799,0.0,15,10,10,15,5,5
1688340958540,1688343816743,54574,0.0,42,16,21,18,10,10
1656770869749,1656771828434,19113,0,10,10,10,10,10,10
1672058748159,1685955453865,21142481,97180.985,15000,17060,14900,155,850,6010
1660429920466,1661536044478,253669,0.0,51,25,60,15,20,25
1672887732192,1685323249924,52930,0.0,15,10,10,15,5,5
1586948918781,1683743622644,1973453,0.0,85,30,47,30,105,25
1665674587706,1674500193484,611994,0.0,30,15,25,15,25,10
1674989640408,1676745071265,802869,941.0,76,60,71,22,130,35
1599516893130,1684577396170,2651161,13814.281526830039120,190,174,190,33,100,57
1683766510099,1683767292039,15415,0,10,10,10,10,10,10
1630294784677,1685326116533,722528,0.0,40,30,50,10,10,20
1631563926087,1657751131654,695734,0,22,16,10,15,35,5
1629991879089,1675538441390,4499752,488.00,600,1100,600,15,281,200
1653600255761,1667417744746,826250,1026.0,80,29,66,15,105,29
1688932206282,1689129660319,8095714,79.0,150,150,100,30,135,60
1633647021709,1684876750427,1136157,755.26,54,51,41,30,100,40
1637503680250,1670010779088,3005285,109916.00000000000000,202,105,114,22,255,69
1669992131182,1669995495881,50932,0.0,17,11,11,16,6,5
1615655310400,1681097369643,54164975,509628.0371250844340482,10,52500,52500,54300,8720,54500
1674013499697,1674427626697,2231867,271.0,328,259,329,18,315,200
1655407438093,1655422031190,271016,0.0,5,5,10,20,28,20
1527441417285,1676531898832,21174905,418.34,30000,30000,30000,10,7245,10000
1659823864591,1659901388662,144720,0.0,10,10,10,15,10,5
1651260838042,1651261282401,8524,0,15,10,10,15,5,5
1670364550020,1670366332536,35184,0,15,10,10,15,5,5
1654953347614,1655225317366,105416,0.0,30,20,10,15,14,5
1652773708672,1653862965242,328394,6216.48,40,24,35,15,30,5
1666529128596,1667129291039,532824,0.00,530,110,418,148,168,202
1687948605433,1687950927869,45541,0.0,14,14,13,16,12,7
1683765766764,1683766363318,11727,0,15,10,10,15,5,5
1683567809409,1683568822201,20191,0,10,15,8,7,10,10
1555593355270,1685049759029,20730706,0.0,4400,2000,8000,15,851,1301
1654740788816,1654960729771,440240,0.0,102,73,48,37,67,25
1653936303565,1656610627586,132699,0.0,24,27,22,15,5,5
1586094219001,1685791560866,34622082,53392.895,16360,16360,24540,30,2335,8180
1654285459709,1654546830282,151419,0.0,12,10,10,15,26,5
1682382891716,1682472138907,205831,0.0,30,25,25,15,40,12
1663977154850,1664135077421,252610,0.7236334319125308700,33,25,45,15,65,5
1688164504122,1688243711351,124138,0.0,20,11,11,18,12,6
1668997647714,1669057270092,203791,0.0,50,15,15,15,5,20
1683506601353,1685592291848,3593378,60859.19,300,300,420,15,385,140
1661872591522,1661872739867,80426,0,15,10,10,15,5,5
1665530048652,1665536610825,52886,0.0,15,10,10,15,17,5
1682304438301,1686113041501,27869088,290812.17044679723781,1800,1300,3600,100,480,700
1681576849838,1682027321799,30418,0,18,10,15,15,5,6
1657166019796,1674934979704,122237,0.0,29,20,13,15,32,5
1650131402112,1650137525773,112931,0.0,12,10,14,15,10,14
1650930693558,1662500300190,33512,0,10,10,10,15,10,5
1650165915505,1650167009267,21497,0.0,15,10,10,15,5,5
1640415240577,1657508542396,6887651,10614.5001,7962,5383,11230,18,590,900
1688438247505,1688444230006,116104,0.0,37,12,21,16,7,11
1682384405871,1684594789482,1454143,81.4157769267572133,170,50,50,10,205,30
1607993294093,1651007681414,3497980,914.150,1124,500,1730,221,1065,828
1615589357264,1687700071418,93157374,12331809.625,100000,100000,100000,76000,18100,100000
1639530883584,1684058413710,2028454,0.0,173,83,90,30,125,51
1660254550869,1660586297409,9233,0,15,10,10,15,5,5
1655845553065,1679588136078,1885515,975.0,80,96,30,16,195,9
1662775433725,1662776944648,26281,0.0,21,10,10,15,10,5
1674313071371,1674316109336,58546,0.0,16,11,10,16,6,5
1671604648222,1671671213853,31550,0,12,10,11,15,10,5
1640025031564,1654628815290,1782484,60330.99000000000000000000000,264,20,230,15,185,70
1659211200960,1659211703922,9674,0,10,5,15,10,5,15
1654570668125,1677649621053,1778286,132.671000001,108,49,36,14,130,22
1662958428580,1662968786717,249371,0.0,23,17,20,17,17,13
1653258688444,1653262865735,57276,39.0,50,5,15,10,25,15
1474101298406,1682794044584,16119424,84.00,30,30,30,7,30,30
1681022145386,1681024866047,38399,0.0,15,12,15,15,6,7
1533839848901,1688171265207,202303238,3306221.00,89000,50000,100000,61000,20000,72000
1671354606536,1672484123044,473580,55.92,24,16,15,17,10,10
1674944296839,1688641134497,1257206,394.0,19,14,13,15,5,5
1676404180131,1676406305355,42140,0,15,10,10,15,5,5
1683939345488,1684210152879,60055,0,20,15,20,10,10,10
1562377403820,1653063975805,15979627,0.0,15,10,10,15,5,5
1650307311915,1650309294812,35465,0.0,13,10,10,15,10,5
1683937806504,1684293734693,336536,0.0,25,15,25,15,12,20
1471944950914,1681646161947,103144550,3998.0,80000,60000,100000,100,12620,32485
1684001049841,1686760675454,6898732,23960.11258115900713,1250,200,1850,15,140,100
1663551469036,1671296230342,1935713,13.21427010015472590,63,44,53,33,200,35
1650774900925,1678583208176,324729,0.0,15,15,10,15,25,5
1532008124074,1688366732446,70983150,6369.66,31280,15640,31310,15,3780,15800
1680122606855,1680124494174,35679,0.0,15,10,10,15,5,5
1661516756316,1661525283995,58162,0.0,10,10,10,15,10,5
1671232998027,1688139807605,2255812,0.0,51,44,32,24,130,28
1658631062120,1658700900737,552478,294.0,16,20,25,15,105,15
1678513466199,1678516379781,56765,0.0,15,10,10,15,5,5
1655298952604,1655299053486,1930,0,15,10,10,15,5,5
1491786912913,1688859887942,226078466,1901442.641289000000000001,100000,100000,100000,1000,15341,85000
1646263071148,1681587410205,3323088,0.0,1600,1000,1000,26,280,600
1659780700700,1659782561635,24244,0,15,10,10,15,5,5
1666012122814,1666013139946,20305,0,15,10,10,15,5,5
1681783775019,1682737103202,678204,2778.462925171353568,100,47,70,22,70,30
1664397131256,1682103228277,667713,0.0,120,118,118,115,214,205
1617259992060,1689148504097,14541255,1403.555,860,400,640,332,760,350
1597289081083,1663788220831,36696337,87502.84187776733775,6837,6937,8600,33,600,3000
1682809443255,1682816261526,133817,0.0,18,10,10,15,11,5
1687852830588,1687854335506,29556,0.0,10,10,10,15,10,5
1673992332203,1674073440575,339859,789.325,38,19,17,16,11,5
1512528462424,1685214619972,10637562,1393.25,575,332,545,64,260,122
1682204688016,1682223636080,28425,0.0,10,10,10,15,10,5
1650931276349,1650932979370,30413,0.0,10,10,10,15,10,5
1570637877061,1688658927464,36003706,291285.40,22200,22200,27750,10,5045,11100
1655241968683,1655242805971,16261,0,10,10,10,15,10,5
1619599277744,1669069879911,22436955,31835.55,10,3500,3600,4800,1065,4800
1666510879737,1666511429650,10483,0,15,10,10,15,5,5
1648603163043,1649022732150,217985,0.0,48,58,48,15,51,48
1688415370285,1688527358045,827137,4905.505,10,5,15,84,40,18
1663290906432,1683397484682,934579,11502.0,19,11,10,15,5,5
1652102445620,1653661087892,1351315,999.0,73,50,83,21,80,22
1671741198275,1671809203885,113842,0.0,29,15,10,15,5,5
1562078345028,1689114535946,116350791,1853433.721010202600001,100000,100000,100000,1056,20000,60000
1680672079502,1680745516070,68391,0.0,19,10,14,15,10,14
1682931137141,1682935564958,88383,0,13,13,14,16,11,6
1514958563225,1689147116227,50498218,165797.520,7080,3000,20300,10,2365,1500
1681097895675,1681102344848,87738,0.0,29,12,16,17,20,5
1664307193627,1664738426888,234130,0.0,35,18,24,15,5,5
1673392269144,1689142572712,30111846,1489468.36,45000,50000,60000,30,2400,16000
1678120290351,1678121767290,18293497,0,15,10,10,15,5,5
1664035500862,1684379644370,15671171,17616.71,500,2000,1000,15,340,1000
1585764092946,1658999709728,47029452,3101.020,692,581,691,106,340,751
1675659322901,1675661311087,88299,0.0,15,10,10,15,5,5
1629096212642,1688245451798,157282,0.0,30,12,20,14,10,16
1686830334216,1686831112324,15021,0,20,10,16,15,5,5
1656597756393,1656601523037,68412,0,18,14,10,15,6,7
1687826606140,1687827142022,9971,0,5,5,7,10,15,18
1670260234105,1670266827494,131223,0.0,30,12,12,16,15,6
1673656311046,1673657327886,19994,0.0,15,10,10,15,5,5
1624936408629,1676759048589,2244319,20432.0,75,60,75,16,160,20
1686203202579,1686246299293,246356,0.0,40,26,21,21,17,21
1596317405757,1659262644647,6138626,1109.0,200,250,300,238,255,250
1688001546623,1689170157138,12479879,6363.0,559,504,564,116,800,300
1657188786683,1683043848498,3666914,400.605,105,103,101,55,103,105
1468459284457,1689149012197,71538656,258770.830,71900,100000,100000,700,14400,27000
1665424990604,1667250337640,93626,0.0,11,10,10,15,10,5
1687655973372,1689170157128,16132360,117731.66,5000,6400,7000,15,535,1100
1684188282245,1687928663565,536191,0.0,17,10,15,10,32,15
1556724649473,1689170157105,476954869,69919266.7911163735417008,100000,100000,100000,100000,100000,100000
1663930053990,1663962062373,305287,0.0,17,11,11,16,6,6
1669629741928,1675491659116,493501,3878.0,25,52,30,15,62,30
1658178105752,1658178285565,3223,0,10,10,10,15,10,5
1679859705465,1679862068371,41479,0.0,15,10,10,15,5,5
1663089642769,1663689751566,1186336,0.0,150,50,120,16,126,20
1655575644406,1655576107180,9057,0,10,10,10,10,10,10
1683236775782,1686184811577,904655,12993.5,250,120,190,7,220,110
1662127860738,1662128881058,20142,0,15,10,10,15,5,5
1675661864959,1679979582652,2074290,0.0,269,181,301,15,345,113
1680809639689,1680809866061,4445,0,15,10,10,15,5,5
1681291043144,1687769471968,1950960,0.492070733700520963,74,77,45,20,196,41
1649895904213,1649956690421,29689,0.0,15,10,10,15,5,5
1601001320181,1689170157095,17746453,14319.7858232189932276,1160,1170,1450,10,665,600
1673284763725,1684676672758,27456232,79510.665,2000,1910,3000,20,295,800
1652055540278,1652055994166,8288,0,15,10,10,15,5,5
1649019259909,1653441339878,28746,0,16,10,10,15,5,5
1651550088568,1652137509363,1950363,1570.250,62,76,73,17,70,19
1684014112763,1684073199805,169769,64.0,40,10,10,15,10,9
1661173718815,1661174584252,17010,0,15,10,10,15,5,5
1571506397107,1658599338703,14144657,126120.02,1578,1573,2221,20,430,1454
1686730533061,1686760122619,573374,999999.0,21,15,15,25,70,15
1663290494533,1669335553643,4992626,0.0,300,150,250,15,320,150
1667774339958,1667774584887,24627,0,15,10,10,15,5,5
1649574024878,1667745899559,75325,0.0,17,14,20,15,5,5
1667040832106,1667668012186,226236,0.0,50,17,10,14,20,10
1593613485480,1686923811467,3302666,143.0,696,159,355,10,180,25
1664579521148,1664740289663,2125233,0.0,45,30,32,15,45,13
1650626524186,1686479508093,33922635,0.0000,19700,14000,20000,100,1750,12000
1666140001157,1666207336449,15854,0,15,10,10,15,5,5
1669408417002,1669411084081,49630,0,15,10,10,15,5,5
1687779113959,1687887226496,104932,0,15,10,10,15,21,7
1652298419365,1680558458845,784335,101580.0,120,95,160,25,95,50
1639972530448,1654406227871,4083557,65201.630,494,411,609,17,430,116
1681850571860,1684699600225,78781,0,15,10,10,15,5,5
1513283764049,1655488941633,18081092,0,1700,1600,1300,10,270,300
1655572946233,1683308259238,216625,0.0,30,30,25,36,70,30
1685476386510,1685476717252,5773,0,15,10,10,15,5,5
1654219390861,1654297233235,27133,0,15,10,10,15,5,5
1617582460639,1688288974636,30679898,8582.47934027746192,3000,2500,3630,10,900,1200
1686419088840,1686419951077,12473,0,10,15,8,7,10,10
1667126375166,1677419320890,2098698,9817.75,174,175,150,30,190,160
1665802032494,1665802668699,457854,99.0,10,10,10,10,10,10
1653501343736,1653677793392,455892,0.0,15,10,10,15,30,5
