first played, last played, playtime/mins, money,jrmcStrI,jrmcDexI,jrmcCnsI,jrmcWilI,jrmcIntI,jrmcCncI
1530375072056,1685911888180,19711939,5336.54,2000,2000,3860,20,570,590
1636399011436,1668552492328,1297482,0.0,80,80,61,15,190,18
1652290821785,1652294381961,40657,0,15,10,10,15,5,5
1619766370602,1657854443446,5338106,0,10,10,10,15,10,5
1675482913871,1675488690112,113628,0.0,26,12,20,15,5,15
1669536210942,1669541036981,96271,0.0,10,10,10,15,10,5
1610776527906,1685980905853,46842143,192.670,4850,4850,4850,11,1195,3880
1637540611253,1677066695069,3146366,0.0,91,47,22,25,214,29
1662938297389,1673994239405,9728,0.0,10,5,15,10,5,15
1645584112976,1651607424559,8911658,35.2437609169294508,470,460,480,14,230,51
1658611931808,1658613283949,26740,0.0,10,10,10,15,10,5
1653357557301,1654130360285,3087059,20877.18,190,100,350,15,200,100
1665557590090,1665563020857,103427,0.0,10,5,19,10,25,15
1681009020844,1681009876811,20078,0,15,10,10,15,5,5
1651299127633,1651299647611,9615,0,15,10,10,15,5,5
1657799792024,1658065519580,563423,0.0,15,19,10,30,15,12
1664893003156,1664897227475,83302,0.0,20,22,19,15,10,7
1675261158885,1678809213195,28431,0.0,15,10,10,15,5,5
1666217920526,1666219303232,26951,0,10,10,10,15,10,5
1656144229539,1656144287102,1040,0,10,10,10,15,10,5
1674518077477,1674526409549,165757,0.0,23,14,13,16,25,7
1654794689756,1654795516568,15806,0,15,10,10,15,5,5
1687811468603,1687812624614,21076,0.0,10,10,10,15,10,5
1664172243477,1664177294673,42114,0.0,15,10,10,15,5,5
1478374352236,1686935145984,51995356,1084868.01765236606372999,25000,23080,50930,300,4600,26410
1684110313198,1684112674986,46929,0,15,10,10,15,5,5
1669378071853,1669378328128,4897,0,10,10,10,10,10,10
1664327633044,1664747728544,89641,0,19,11,11,15,15,5
1679596669528,1679598334299,30867,0.0,14,10,10,15,10,5
1661632557916,1661635551145,57626,0,15,10,10,15,10,5
1669618985135,1669621683382,53509,0.0,24,10,10,15,5,5
1689016796447,1689169853726,1354932,995.0,5,26,26,26,40,26
1642878674871,1664733669640,988761,0.0,102,40,31,18,14,7
1585523796918,1687755241448,12445835,0.0,2610,2500,2600,20,510,621
1636311279027,1684585088549,1782574,160.9876513330375441,155,145,145,25,80,90
1674482610214,1674482903798,5824,0,15,10,10,15,5,5
1656362630869,1670529041651,267882,0.0,30,24,23,19,29,11
1663516762490,1665973045863,122577,0.0,16,11,10,15,10,10
1638753338458,1679570750158,3382376,312.9450466819047924,71,70,133,30,80,50
1652311284575,1652312853856,31125,0,15,10,10,15,5,5
1663463271821,1671841674159,7910648,75228.600,5610,4050,5610,1620,865,3240
1653787982696,1653803071111,52527,0,24,16,12,19,6,5
1657792127930,1657868239449,11259,0,10,10,10,15,10,5
1657652169084,1657656572964,82291,0.0,16,10,19,15,5,5
1651131425995,1651488355057,1514844,1046.0,231,120,235,15,135,25
1671341348310,1673342822092,523797,0.0,88,51,14,15,64,14
1674003507525,1674163877579,209962,0.0,10,10,10,15,19,5
1681597387392,1682378106506,3514021,7532.0,140,40,80,15,125,20
1671294158814,1671295081814,32459,0.0,10,10,10,15,10,5
1687669723623,1689145551344,6769672,66493.0,10,4000,4002,8000,2130,10000
1675455386238,1675457696414,39294,0.0,21,16,10,19,5,5
1661340284543,1661340534763,1674885,0.0,15,10,10,15,5,5
1678654956839,1678658445534,68058,0,15,10,11,16,5,5
1685552758964,1685555903904,61409,0.0,14,15,9,14,10,10
1683283471298,1683289263035,55097,0,10,10,15,20,10,17
1686644850979,1689035947825,8257528,0.0,14,106,510,730,545,855
1651990020829,1652232072923,77809,0.0,22,10,10,15,19,7
1534360100291,1678113186181,16252034,379.20,750,710,1510,45,560,629
1674702171542,1675376573865,402663,0.0,13,10,10,15,31,5
1663538487309,1663610369785,32133,0,15,10,10,15,5,5
1676513898381,1676517434452,69572,0.0,20,5,20,10,15,15
1602209717688,1688957495630,121221570,11839908.72949453818893100,70000,50000,70000,15,13690,35000
1674883340472,1674883394282,937,0,15,10,10,15,5,5
1655558342649,1655792140700,625672,145.665,39,24,31,15,5,5
1656124222119,1656125368937,22088,0,15,10,10,15,5,5
1666912889802,1666913825272,16173,0,10,10,10,10,10,10
1672106863743,1672109253605,47482,0.0,10,10,10,15,10,5
1663392889000,1663393186137,5616,0,15,10,10,15,5,5
1679669994038,1689140637846,34139157,232876.370,29115,31520,32861,246,3460,6000
1656109961131,1659740608316,1912620,349.475,45,75,69,40,40,40
1664392502567,1664507103300,41749,0,11,10,10,15,10,5
1650118506380,1688859784103,5310236,4209.00,260,300,300,10,150,200
1627189413667,1653050860238,185878,0.0,54,11,49,15,10,5
1654039883448,1654044803356,94826,0.0,22,19,10,15,15,8
1661219142983,1661220920281,50871,0,10,5,15,10,5,15
1676830803649,1688292290930,2040190,1177.5,190,170,180,15,170,200
1687065678034,1687067077468,26768,9995.0,16,10,10,15,5,5
1679499954920,1679517072476,161126,1.852501585696078934,32,25,36,15,58,5
1688878308096,1688879185525,16499,0.0,15,10,10,15,5,5
1680349657254,1688995194331,62430517,156953.4819776184304034,10,17500,17500,17500,1569,19250
1682842268209,1688608203664,55303,0.0,18,17,12,7,10,10
1687026153677,1687028372839,43486,0.0,17,11,11,17,5,5
1673226874841,1673264886038,419044,62.625,50,17,38,15,15,5
1661400108690,1661481311895,258888,0.0,26,14,18,15,19,6
1679922146061,1680369088267,847662,0.0,100,100,90,15,60,16
1677357315635,1677795394319,141945,0.0,21,20,7,60,75,50
1656026073426,1686416991730,24607633,90961.415,2607,462,3347,14,566,763
1672254431960,1674268505415,612830,0.0,39,31,36,17,18,25
1669252328665,1686339857127,4377192,15601.05,400,370,250,20,300,150
1678918910027,1678919369277,9115,0,10,10,10,15,10,5
1673643801759,1684090912347,6562597,10.00,1695,1600,1600,15,500,242
1682801026785,1682809298060,120965,77.8781916618285871,27,10,20,15,30,5
1654701223457,1688920752124,2969907,1192.5,120,120,140,110,185,100
1655133045345,1685163860298,3148915,103661.5,300,173,282,15,255,116
1659851808242,1689144270831,20710253,6234099.13359906479700002,5550,4000,7130,16,755,1000
1665944681559,1665952156879,122914,0.0,46,14,10,15,10,5
1688322200320,1688323281091,19021,0.0,15,10,10,15,5,5
1656966800707,1657052157696,169246,0.0,40,10,20,15,5,15
1659283519102,1660549902570,20254,0,10,5,15,10,5,15
1664733768125,1664736313402,49319,0,15,10,10,15,5,5
1654404988170,1654406403432,27322,0.0,15,10,10,15,5,5
1655462425663,1655466466753,18091,1000.0,15,10,10,15,5,5
1651966102319,1651966775049,12466,0,15,10,10,15,5,5
1650935829728,1650936419470,11572,0,10,10,10,15,10,5
1629091276895,1687891924374,3717421,0.0,230,60,190,20,265,160
1498718037219,1660162514388,49466811,298979.92,54020,30000,78558,15,7695,15000
1636820375405,1665956685766,2012082,0.0,113,103,107,102,135,104
1662075265155,1662077636889,40514,0,15,10,10,15,5,5
1675434177665,1675435318041,1194824,0,15,15,22,15,5,8
1652123638792,1680836218462,53508,0.0,17,13,11,16,7,8
1652721418038,1652724066818,47138,0.0,19,10,10,15,5,5
1657821370036,1657824916369,68603,0,26,10,10,15,5,5
1667163108867,1684723837310,133189,53.0,25,15,15,15,20,5
1685501685900,1686879556413,12181291,1857265.00,711,344,721,36,540,407
1633883518488,1670793984259,1205125,12.000,58,19,30,18,62,14
1681861219603,1689076454759,38740007,2348212.21,32000,19000,64000,15,6265,4000
1662830942851,1680302586255,11680116,17534.14,15,333,450,2100,540,2526
1676741160844,1676745875405,94034,0.0,10,5,15,10,5,15
1662164508143,1668992869096,18654577,18274.150,10,900,100,7000,1150,3200
1682269078191,1689169853753,20525548,791.4748701145118085,1000,1000,3360,20,910,1000
1675192393935,1676660411182,3839445,282.95180994206977096,5,25,20,24000,1775,11000
1664723003754,1664724794321,33947,0.0,22,10,10,15,15,5
1651318796823,1651336932068,279884,0.0,30,25,25,20,20,11
1665692342892,1666467508419,2102737,0.0,52,52,50,44,85,44
1643658525356,1683792024421,25554648,780349.057084749247,15300,4500,19000,10,1500,2200
1563557368909,1685122003940,10131095,11863.0,20000,27000,40000,6700,4000,20400
1683866313984,1687061936889,1431379,550.5,180,110,138,7,120,42
1566584858688,1689169853734,182640858,14292565.009000002010034,100000,100000,100000,100000,100000,100000
1681847715328,1681849345499,32235,0,18,10,10,15,16,5
1663214162262,1681338491598,254311,34.0,22,15,15,15,23,15
1659558583574,1665321452331,674167,0.0,25,31,40,15,50,10
1656678441348,1685206159889,21346737,151252.0,1420,1400,2410,30,390,750
1625176176269,1655907103961,1064120,0.0,69,26,44,40,109,21
1663141395333,1663404836665,2227448,90.0,35,30,30,25,35,35
1673050602084,1676358022310,20179033,0.01,10,10,10,10,10,10
1674513767401,1674514767038,19695,0,15,10,10,15,5,5
1664413201850,1664413911744,13820,0.0,10,10,10,15,10,5
1686153320186,1686156916530,56205,0,20,10,15,10,5,15
1662074949101,1662076989769,40557,0.0,10,5,15,11,5,16
1629151513262,1659658304788,47952,0,19,18,10,15,5,6
1667523328210,1667526863620,69709,0.0,221,210,210,28,205,5
1677700736370,1677701900885,23088,0,10,10,10,15,10,5
1676977831803,1682262271026,35233905,8905.875,120,150,210,15,105,50
1652615671397,1659400441908,46592,0.0,16,10,10,15,5,5
1653930033037,1653931294300,24756,0,15,10,10,15,5,10
1675384911159,1675529446701,63661,0.0,15,10,10,15,5,5
1656823867282,1656827882737,78398,0.0,15,10,10,15,5,5
1656675239689,1656678946432,70584,0.0,15,16,10,15,5,5
1652184171538,1660891853585,337406,0.0,100,10,13,16,55,6
1664842143966,1664842655824,9476,0,15,10,10,15,5,5
1661134799193,1661136357630,30891,0,15,10,10,15,5,5
1586754293432,1664727756348,392673,9.0,11100,17600,18750,150,1110,11100
1665322286001,1672850810994,2441263,0.0,27,5,7,10,15,18
1688084747839,1689169853729,7919814,105.0,2172,768,1461,10,252,514
1615884085311,1650853059659,4362750,0,15,100,100,1900,510,1800
1681674312648,1685206441555,46330,0.0,40,10,17,15,5,5
1667437721350,1667674861371,38598,0.0,15,10,10,15,5,5
1667203644889,1668909933197,506549,3402.0,60,20,10,15,30,5
1682919706703,1682920255945,10790,0.0,10,10,10,15,10,5
1664604027163,1664906476387,279015,0.0,19,17,18,18,26,13
1578931988232,1675281420755,873891,0.0,160,142,153,41,172,120
1678226685553,1680452206321,32929,0,10,10,10,15,10,5
1529207325422,1689040045770,1014952,604.60,90,80,100,14,130,30
1637961346079,1654483797137,283660,0.0,31,30,18,15,55,5
1619313210948,1689169853732,32000180,103087.19528849431156,4711,2068,2383,2067,1668,1209
1661277184969,1683892858609,114035,0.0,35,15,10,15,15,19
1650292561263,1687815968793,15705040,40489.07,7000,8000,12300,15,1210,1100
1679282459050,1679283191792,14363,0,15,10,10,15,5,5
1582050643948,1684276133851,20340192,1868.626667040240727,22700,19200,22800,15,1905,3500
1673677911369,1688432463824,1794792,1072.5,250,250,220,200,360,190
1671305789556,1671306470401,13429,0,15,10,10,15,5,5
1653097829558,1653981777673,14843,0,15,10,10,15,5,5
1664148307221,1664149575085,39095,0,10,10,10,10,10,10
1686514479724,1686524014813,187768,0.0,50,40,40,15,25,15
1623220563127,1680111854138,27490751,1965543.750510000000001000000000000,4750,3562,3347,10,535,1101
1633549257166,1678991116011,1819461,2983.000,318,70,224,22,230,169
1683850650279,1683851375137,9983,0,10,10,10,15,10,5
1571086952405,1685802397737,45468827,1156253.56,49000,59000,59000,10,2040,18000
1672011159683,1672012143531,19472,0.0,10,10,10,10,10,10
1633420030951,1689066925486,85772951,331108.94439959437032864,62430,26952,45298,897,5459,10676
1664107691209,1664181450307,32797,0.0,20,15,13,15,10,5
1664581508869,1664590024643,157608,0.0,21,15,15,17,20,7
1674467873298,1674470616564,54439,0.0,15,10,12,15,15,5
1656033830042,1656035181687,26842,0,10,10,10,10,10,10
1651434993967,1674664172497,69656,0.0,15,10,11,15,5,6
1673495720622,1673543717051,441877,0.0,30,30,20,15,60,11
1681669170973,1681669628743,8323,0,15,10,10,15,5,5
1643305048503,1657728492135,1095064,61.5,53,18,30,17,35,21
1643672942510,1652479643456,1041236,87.0,143,80,42,33,28,32
1653225652915,1653226692606,149532,0,10,5,15,10,5,15
1563661162465,1652387040280,4598409,465.5,600,250,660,30,380,200
1661833717655,1661837977131,83481,0.0,10,10,10,15,10,5
1658400258209,1663506977721,1694572,230.0,123,52,113,65,175,111
1681583136666,1681583612550,8153,0,15,10,10,15,5,5
1669128234293,1669128783126,10860,0.0,15,10,10,15,5,5
1668935171890,1668936190735,23656294,5001.400,20,10,10,15,5,10
1629476604860,1660162375098,4049481,970.5,500,310,430,200,290,500
1658532571579,1669809579904,4301891,75131.0,1260,900,1000,10,315,400
1665112909757,1665113812691,17916,0,10,10,10,10,10,10
1672252646100,1672253083420,8634,0,10,10,10,15,10,5
1677938052492,1681671822747,281531,0.0,15,10,10,15,10,5
1657896957061,1679168132816,1118602,0.0,18,10,11,15,10,5
1633695116517,1657910974995,3195364,0.00,68,50,50,50,50,50
1649679098372,1649680598715,19935,0,13,10,10,10,10,10
1650998557241,1651001810696,64180,0.0,15,10,10,15,5,5
1663879135315,1666209334856,281324,0.0,30,20,21,15,26,10
1673726270859,1685564610708,5537445,282.0,65,66,21,16,70,7
1661347319871,1661437062979,145137,0.0,36,22,25,15,5,5
1676239165173,1676243030579,77104,0.0,10,6,15,10,9,15
1640121716470,1654444735900,22064,0,10,10,10,15,10,5
1507872620394,1686906185900,83978540,1472559.00,28400,40000,57000,2435,10000,18000
1669774211765,1669775280288,20687,0,16,10,10,15,6,5
1649277545212,1685485579623,3822533,98.0,20,23,20,20,40,20
1600471699901,1655942528139,6849726,0.0,510,415,1022,15,330,400
1659900872928,1664129869669,84805,0.0,24,10,10,15,5,5
1680899329647,1680900620926,24606,0.0,13,10,10,15,10,5
1681646091715,1681647666629,20832,0,15,10,10,15,5,5
1594754163795,1685043903056,15637503,10267.540,16600,2975,14752,7,310,402
1654876476121,1654878905866,48417,0,15,10,10,15,5,5
1661815306958,1661816070069,14583,0,10,10,10,15,10,5
1667750040816,1670974488252,6167417,21670.30,10,10,10,500,195,500
1648751666692,1649584891263,228767,0.0,30,24,20,15,10,8
1655518159782,1657927721407,5799769,103.5,1003,299,595,82,295,267
1652459542482,1653677798134,703956,0.0,110,10,100,15,120,50
1667410143089,1685131713672,2077867,338.0,103,93,115,15,195,55
1678740867550,1678743202001,46221,0,15,10,10,15,5,5
1667856581382,1667857214666,11980,0,15,10,10,15,5,5
1655931320898,1658362349488,11760,0,10,10,10,15,10,5
1663446881972,1663448140340,23910,0,15,10,10,15,5,5
1671771593026,1686788266808,2374676,637.945,53,77,119,17,145,35
1662871661320,1663171233490,708018,0.0,80,25,33,15,70,12
1673395527682,1682371906041,787383,1453.48,100,50,40,30,30,50
1653983128614,1653984934715,2444210,0.0,20,20,10,15,10,5
1672182955904,1672193725363,79990,0.0,16,12,11,16,6,5
1647672496462,1658380425707,372390,0.0,37,22,24,20,18,6
1668397252321,1668401220336,78838,0.0,10,10,10,15,10,5
1680423876685,1680480871194,123855,0,65,25,25,15,5,5
1679052483364,1679160135984,116231,0.0,42,10,10,15,13,5
1585883015078,1687919693776,32853274,47493.82,21870,21000,31000,15,2200,17000
1682213362116,1682214499498,21969,0.0,15,10,10,15,10,5
1683367229827,1683784577342,80464120,0.0,90,50,70,7,40,20
1683859932857,1684009599508,64695,0.0,26,16,18,10,15,10
1670193804972,1670198266517,73017,0.0,17,10,10,15,5,5
1679524006020,1679524446834,8724,0,15,10,10,15,5,5
1677381797202,1677389048443,164605,0.0,25,25,15,15,15,5
1673912451118,1688246260120,5165632,4126.0,1000,600,870,14,360,200
1670039908763,1670040111350,3933,0,15,10,10,15,5,5
1601560356530,1689169853733,79490955,1044616.56808892534484834,18000,14000,35700,1400,3500,9000
1678532678163,1681480544478,1897369,298.0,430,430,500,15,285,210
1665785511719,1665786761857,2528619,0,10,10,10,15,10,5
1668361838831,1668370324330,57640,0.0,10,5,15,10,5,15
1655673935469,1655682495655,135676,0.0,30,5,7,10,35,18
1667791547738,1667795045046,40604,0,10,10,10,15,10,5
1622164076290,1662153587684,2120831,2107.10,107,107,105,50,200,50
1647111590996,1653879618363,180758,0.0,31,16,25,10,5,15
1663523680200,1684150442485,4752223,846.0,50,50,68,15,71,11
1670173867577,1670197458125,96114,0.0,22,14,10,15,5,8
1655995788556,1658256220983,2916252,711.10,132,151,130,80,215,100
1676183053366,1676240903099,114101,46.0,36,10,10,15,12,8
1659783252025,1659784671375,28132,0.0,10,10,10,15,10,5
1669084772828,1683286763671,5379943,35.0,519,426,377,605,958,376
1683987265030,1688473774228,112010,0.0,20,13,10,15,18,5
1580275562870,1683951207357,9298309,69867.0,5414,2400,7500,15,875,2110
1653760470391,1671708888252,919121,328.98,60,50,50,15,70,20
1650302680838,1652385343168,652170,419.5,31,31,31,31,35,31
1677249196263,1678126072225,256625,88.0517159951167544,56,44,10,24,25,13
1664184056216,1664199818527,261395,0.0,17,10,10,15,13,5
1644155491349,1676036960203,2475186,106.59,153,60,211,30,115,40
1688194684057,1688910796276,1437024,589.15,38,30,32,16,65,18
1679987329005,1680884949887,475602,0.0,60,30,32,15,15,6
1654652382004,1654655205295,55712,0,20,20,20,10,13,10
1657132914458,1657376699538,782274,0.0,77,70,30,17,80,17
1560866830826,1689103865837,45802380,447.0,51,41,54,15,10,20
1674946811345,1674954291922,40729,0,15,10,10,15,5,5
1685407184330,1685407564769,5219,0,10,10,10,15,10,5
1618713688024,1655015913113,6104861,0.0,31,60,80,45,360,64
1667147444884,1680473412971,87439,0.0,15,10,10,15,9,9
1651513998277,1661877558328,347452,15346.0,15,10,10,15,5,5
1509346428874,1682102232731,33022477,4942.000000000,24380,24000,18285,28400,2550,24380
1590622968644,1677472468794,35010259,42109.748751208044158,20020,30100,50000,120,1980,10000
1684807416636,1685206557523,87420,0.0,21,15,20,21,9,5
1664383666079,1664549877803,295294,0.0,54,43,72,25,55,5
1628169960524,1656879040393,847059,0.0,31,20,11,15,5,5
1669443197463,1684616458317,1722395,0.0,76,47,17,15,85,10
1672265746987,1672267592290,36661,0,15,10,15,15,11,5
1661223257626,1662828450944,204746,0.0,22,21,11,15,11,5
1673223553837,1673224214898,1611766,0.0,15,10,10,15,5,5
1665218596360,1665219422525,59094,0.0,15,10,19,15,5,5
1654281286472,1657997985084,15078,0.0,15,10,10,15,5,5
1655575707219,1655584133178,60795,0.0,10,10,10,10,15,18
1650401112449,1650414676757,179840,0.0,61,11,12,19,20,7
1671804455167,1685289404739,741048,296.0,10,20,10,120,70,90
1657648089954,1657683284406,13950,0,10,10,10,15,10,5
1547687134881,1664313321913,4241531,324.895,16162,16113,16250,101,1710,3959
1667446608559,1687643725082,13237333,5227.935,810,790,790,130,700,600
1625095134254,1688491966852,5336195,0.0,460,250,253,17,295,223
1659295953645,1659296857343,15283,0,15,10,10,15,5,5
1463762997378,1688878417861,80678300,258184.12,88301,33763,100000,66,15841,28350
1676834725477,1685606229359,8644623,130.20,2600,1650,2880,100,550,1100
1638941538270,1656910400551,47703,0,17,10,10,15,5,5
1669217081168,1672391020123,75540,0.0,15,10,14,15,5,14
1673199474060,1675000362232,776483,0.0,50,33,50,50,25,33
1680972062378,1681074678232,765932,993.0,22,19,24,15,25,14
1650772048196,1650774353710,17108,0.0,10,10,10,15,10,5
1687049343544,1687050037435,8900406,0,15,10,10,15,5,5
1664774541332,1665105347915,47512,0,10,10,10,15,10,5
1661811431943,1661812210378,15024,0.0,15,10,10,15,5,5
1674509841723,1674580277190,36026,0.0,15,10,10,15,5,5
1672221134607,1672221722809,11660,0,15,10,10,15,5,5
1664675986879,1664676182328,3744,0,15,10,10,15,5,5
1663548158440,1663722366812,105111,0.0,21,12,12,15,24,5
1682209245558,1689120884942,11923284,14303.11,4800,4600,9600,1900,1290,2700
1630237132967,1671356580413,601910,856.0,30,48,13,20,49,8
1661289526155,1661294088690,75559,0.0,20,10,10,15,10,5
1683943401036,1684618318654,1058279,10086.0,37,36,25,25,52,15
1664143373078,1664144865894,168851,0,10,5,15,10,5,15
1671779302049,1682137314278,2824276,587.0,20,16,17,15,15,15
1660796289233,1660799781391,60528,0.0,16,10,10,15,6,5
1659454362278,1659454672252,3708,0,15,10,10,15,5,5
1669224180125,1669292921430,137634,44.0,28,10,18,15,11,5
1664745862227,1688899650875,3091853,1299.5,400,300,360,15,330,150
1647276773334,1660777124611,14475,0.0,15,10,10,15,5,5
1651727670909,1651728758138,21216,0.0,15,10,10,15,5,5
1681737580579,1685660025399,987054,28695.0,81,68,100,25,110,30
1585144836193,1689169853756,87497847,13984224.004456909091234567,64000,64000,68000,10,6445,16000
1665568880295,1665568929248,906,0,15,10,10,15,5,5
1656125316706,1656309341030,185981,0.0,39,22,15,15,15,5
1673114065467,1673114350578,5625,0,15,10,10,15,5,5
1650212874526,1652213984662,1069825,149.0,85,55,35,15,25,12
1666043354855,1666048388203,76906,0,15,10,10,15,5,5
1586177134722,1683838028548,41893605,73.0000000,26000,26000,33800,15,605,7800
1680387315900,1686359021137,1604988,0.0,241,181,136,14,250,15
1652707152048,1682728754007,2946538,12198.79,430,210,430,25,370,150
1679107718669,1681961741255,1015959,148314.0,44,10,43,15,87,5
1668321402952,1668322276628,16569,0,15,10,10,15,5,5
1650412853415,1650419619139,133829,0.0,21,12,10,15,15,5
1586073878262,1671812653629,4836280,53.5,309,171,260,20,220,140
1635296658232,1662237481440,5417457,0,568,250,500,38,520,400
1679311926245,1679312154502,4186,0,15,10,10,15,5,5
1649989376940,1649991539709,42730,32.0,15,11,12,11,19,18
1688001800280,1688003655417,36809,0.0,15,10,10,15,9,7
1652927055284,1671679231109,1419427,98.950,70,60,140,20,65,25
1663880875589,1663886631610,77138,0,15,5,15,10,5,15
1650528076779,1675726578345,307721,0.0,34,40,12,15,18,11
1651942259134,1651943092561,16176,0.0,15,10,10,15,5,5
1660078277205,1660079215432,18437,0.0,10,10,10,15,10,5
1649965000965,1650063835507,119835,0.0,22,17,17,16,14,7
1529559048413,1682422205436,41249079,27327.06,34200,30500,48000,15,8510,24500
1588944157205,1667065806987,82753659,0E-9,27555,27491,31162,4164,6313,13153
1674365752429,1674366735990,18343,0,10,10,10,15,10,5
1676220313740,1676904172244,4522418,30.60,150,100,350,15,285,120
1599688078920,1689131744286,106801149,29306502.34429,100000,100000,100000,31674,9300,54300
1664647344406,1664649753219,44942,0,10,10,10,15,10,5
1676620418432,1676621928835,1383013,0,15,10,10,15,5,5
1688003934364,1688099077124,140157,0.0,45,25,30,20,14,18
1665090308282,1666043862509,49355,0,15,10,10,15,5,5
1658832083682,1682724695475,35149,0,10,10,10,15,10,5
1680270467743,1680548156559,373374,0.0,60,40,46,15,13,12
1665141271471,1675041761080,480750,7061.975353448243571,64,229,481,44,255,45
1665859502737,1665859796357,5652,0,10,10,10,15,10,5
1650657134226,1650658366445,17800,0.0,15,10,10,15,5,5
1673016696644,1673017083049,2145346,0.0,10,10,10,15,10,5
1655576832137,1678328537536,165694,0.0,21,10,10,17,6,6
1585757745615,1667752370001,7176689,7878.000,1120,850,1790,10,400,800
1666339547846,1681593175384,16458,0,15,10,10,15,5,5
1629994203814,1655829945360,2189036,0.0,55,43,40,15,115,10
1688574489532,1688731246454,247721,0.0,24,25,17,15,16,5
1655783447842,1656048238805,18237,0,15,10,10,15,5,5
1660678314108,1660678384168,1301,0,15,10,10,15,5,5
1679674971738,1682353401699,1412464,0.0,50,20,14,15,15,5
1674062680539,1675641983219,2246470,11901.5,900,30,1100,15,280,320
1675797498297,1675798627517,22147,0.0,15,10,10,15,5,5
1647627141912,1663849991080,1969015,4696.85,100,86,72,40,100,83
1689016513500,1689021933790,107880,0.0,10,5,15,10,60,15
1648924323477,1653750780648,133338,0.0,22,19,18,15,14,5
1664697042876,1664697121357,1500,0,10,10,10,10,10,10
1628856384919,1676734774617,36807674,1614403.80,27400,13700,41100,300,3200,13705
1659545641650,1660085508013,298718,2.0,30,20,20,21,25,20
1688690180938,1688696788067,126003,0.0,44,10,20,15,20,5
1670019532716,1670020332831,56719,0.0,15,10,10,15,5,5
1509800479386,1683981124515,241600,7342.0,39409,24248,32803,22,8347,10000
1658598211624,1684344109006,2190522,29.56466019856160973,71,71,87,51,120,91
1580225231741,1664802801692,15823923,63052.5,2100,2000,4000,17,660,2000
1583187443088,1661425584044,1695635,731.60,410,115,460,19,310,85
1662871807195,1662873755351,37577,0,28,10,12,15,5,5
1673207130159,1673705434869,800841,181.0,64,55,64,15,85,32
1672819613593,1672825895772,123865,0.0,17,5,15,10,35,15
1673473688318,1677979706836,91375,0.0,21,10,13,15,11,5
1655922998943,1655924676736,25346,0.0,15,10,10,15,5,5
1628719581433,1677644909020,730486,44.5,5,45,10,80,80,80
1683187479584,1683188070912,11497,0,15,10,10,15,5,5
1656873353313,1656873726262,7158,0.0,15,10,10,15,5,5
1663594174431,1663596610198,10946,0,15,10,10,15,5,5
1677750396182,1677752463909,40575,0.0,10,10,10,15,10,5
1658539681640,1658681282810,408009,0.0,45,11,10,15,5,5
1688928576761,1688946601305,198412,0.0,38,31,18,23,18,10
1669944298952,1669948961430,93052,0.0,17,12,10,16,17,6
1655830942161,1655831785326,16063,0,5,5,7,10,15,18
1650877828633,1664127455651,22826,0,11,10,10,15,10,5
1656464484676,1670888817083,72143,0.0,40,17,20,15,5,5
1661219959238,1661221045146,21499,0.0,16,12,12,15,5,5
1662126495367,1662126687076,470744,0,10,10,10,15,10,5
1660936691167,1660953730256,45901,0.0,17,11,10,15,7,5
1650286691811,1650291428441,48888,0.0,15,10,10,15,5,5
1686068649877,1688288250718,852027,0.0,30,30,50,20,100,10
1485605288839,1688554030374,126649681,1479.60531450100000012,100000,100000,100000,100000,19766,100000
1683098975894,1685237189989,4390594,5110.0,131,100,300,15,250,26
1681940006376,1681940779205,15326,0,10,10,10,15,10,5
1674039653595,1674414610749,461390,0.0,29,28,10,15,10,5
1673780488545,1675596917774,1217420,3564.48,180,100,100,15,85,55
1674920849155,1674922329169,29292,0.0,16,10,10,15,5,5
1480463641923,1649300603083,24492291,0,800,800,1200,300,1740,1000
1643849407766,1683949590018,80493,0.0,16,10,10,10,10,10
1680035282154,1680039458396,83008,0.0,10,10,10,15,10,5
1530527739685,1680383082936,2724081,894.05,110,170,110,15,170,100
1688622723317,1688623757267,20533,0,10,10,10,10,10,10
1658624310295,1658627583156,54058,0,15,10,10,15,5,5
1669527614400,1669844988022,1895553,183.0,10,28,10,58,95,28
1621414394427,1650095952649,216545,0.0,26,19,15,15,15,5
1672054029989,1672071742390,2691603,16.0,18,10,11,15,25,5
1679764262837,1679765329772,21184,0,15,10,10,15,5,5
1689012975451,1689087979935,491707,987.0,43,17,17,15,105,15
1667677165244,1667679853511,51894,0,17,10,10,15,10,5
1506726934764,1688133118560,24448056,23800.76,1300,700,2600,42,660,700
1635434804759,1649608831534,15710,0,15,10,10,15,5,5
1663485486021,1688624382956,5933798,10874.0,555,555,655,16,265,376
1662838910185,1663083921268,303421,0.0,22,20,20,15,50,10
1674341265281,1675296534851,1756869,1617.0,211,45,69,15,110,27
1671334143752,1671656051302,2347974,88248.05,300,300,290,15,170,170
1688778645891,1688780875475,24734,0.0,16,10,10,15,5,5
1655325094986,1655327038254,35041,0.0,21,10,10,15,5,5
1637009356741,1659399914809,107371,0.0,25,16,11,16,8,5
1667863285325,1667949969519,295235,0.0,68,11,10,15,20,5
1677872069010,1678235501008,1212873,0.0,25,24,25,20,35,22
1519916313154,1674402140890,49276552,180672.5,9,20500,17200,27600,3000,27400
1647796329789,1663251570243,10324255,24423.2001,285,220,205,35,110,39
